Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
25,Fan Animation,NAE171/Field Bus2.FEC-LP.LP2-S,BI:3050504,,,1129.5,602.5,1108.0,580.5,43.0,44.0,78.44,80.23,,
26,Fan Animation,NAE171/Field Bus2.FEC-LP.LP3-S,BI:3050489,,,1129.0,681.0,1107.0,658.5,44.0,45.0,78.4,90.68,,
27,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TP1-S,BI:3050782,,,128.0,622.5,108.0,602.5,40.0,40.0,8.89,82.89,,
28,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TF1-S,BI:3050797,,,79.0,63.5,63.6,50.3,30.9,26.5,5.49,8.46,,
29,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TP2-S,BI:3050793,,,128.0,686.5,108.0,666.5,40.0,40.0,8.89,91.41,,
30,Fan Animation,NAE171/Field Bus2.FEC-TRT.TW-NONOX-S,BI:3050937,,,369.4,458.5,358.3,445.4,22.3,26.1,25.65,61.05,,
31,Fan Animation,NAE171/Field Bus2.FEC-CH1.CH1-CP1-S,BI:3051543,,,920.0,309.5,902.0,291.5,36.0,36.0,63.89,41.21,,
32,Fan Animation,NAE171/Field Bus2.FEC-TRT.TW-ACID-S,BI:3050933,,,369.3,370.6,358.0,359.5,22.6,22.2,25.64,49.35,,
33,Fan Animation,NAE171/Field Bus2.FEC-LP.BP1-S,BI:3050490,,,1252.0,290.5,1233.4,276.6,37.2,27.9,86.94,38.68,,
34,Fan Animation,NAE171/Field Bus2.FEC-CH3.CH3-CP-S,BI:3050690,,,920.0,687.5,902.0,669.5,36.0,36.0,63.89,91.54,,
35,Fan Animation,NAE171/Field Bus2.FEC-LP.LP1-S,BI:3050503,,,1128.5,523.5,1104.0,502.5,49.0,42.0,78.37,69.71,,
36,Fan Animation,NAE171/Field Bus2.FEC-TRT.TW-CHMP-S,BI:3050929,,,358.0,487.5,347.7,477.5,20.7,19.9,24.86,64.91,,
37,Fan Animation,NAE171/Field Bus2.FEC-CH1.CH1-S,BI:3051542,,,691.0,208.5,665.9,183.2,50.1,50.6,47.99,27.76,,
38,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TF2-S,BI:3050798,,,154.0,63.5,138.6,50.3,30.9,26.5,10.69,8.46,,
39,Fan Animation,NAE171/Field Bus2.FEC-TRT.EF1-S,BI:3050931,,,1084.0,236.5,1066.2,223.4,35.5,26.2,75.28,31.49,,
40,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TF4-S,BI:3050792,,,319.0,63.5,303.6,50.3,30.9,26.5,22.15,8.46,,
41,Fan Animation,NAE171/Field Bus2.FEC-CH2.CH2-S,BI:3051558,,,689.0,396.5,663.9,371.2,50.1,50.6,47.85,52.8,,
42,Fan Animation,NAE171/Field Bus2.FAC-TOWER.TF3-S,BI:3050791,,,244.0,63.5,228.6,50.3,30.9,26.5,16.94,8.46,,
43,Value Display,NAE171/Field Bus2.BNET-CH2.LEAVING COND WATER TEMP,AV:3052803,,,570.0,369.5,558.2,363.8,23.5,11.5,39.58,49.2,,
44,Value Display,NAE171/Field Bus2.FEC-CH1.CH1-F,AI:3051539,,,924.0,232.5,900.5,225.0,47.0,15.0,64.17,30.96,,
45,Value Display,NAE171/Field Bus2.FEC-CH2.Parameters.CH2-eRATE,AV:3051607,,,693.8,492.5,678.8,486.1,30.0,12.8,48.18,65.58,,
46,Value Display,NAE171/Field Bus2.FAC-TOWER.TW-V4,BO:3050774,,,379.0,216.5,358.1,210.5,41.8,12.0,26.32,28.83,,
47,Value Display,NAE171/Field Bus2.KW-TF1.AI-5,AI:3052015,,,52.0,62.5,40.2,56.8,23.5,11.5,3.61,8.32,,
48,Value Display,NAE171/Field Bus2.FEC-CH3.CH3-CP-SC,AO:3050693,,,950.1,670.5,935.2,664.8,29.8,11.5,65.98,89.28,,
49,Value Display,NAE171/Field Bus2.FAC-TOWER.TWMU-V,AO:3050767,,,106.0,510.5,80.0,504.5,52.0,12.0,7.36,67.98,,
50,Text Label,,,Tower Circ,,493.0,126.5,460.0,118.5,66.0,16.0,34.24,16.84,,
51,Text Label,,,2019,,623.0,496.5,610.0,491.8,26.0,9.5,43.26,66.11,,
52,Value Display,NAE171/Field Bus2.FEC-CH2.CH2-F,AI:3051555,,,925.0,421.5,901.5,414.0,47.0,15.0,64.24,56.13,,
53,Value Display,NAE171/Field Bus2.FEC-LP.BCW-DP,AI:3050494,,,1304.0,231.5,1280.8,224.9,46.5,13.2,90.56,30.83,,
54,Value Display,NAE171/Field Bus2.FEC-CH3.CH3-TWR-T,AI:3050682,,,573.0,572.5,555.7,564.9,34.6,15.2,39.79,76.23,,
55,Value Display,NAE171/Field Bus2.BNET-CH3.ENTERING COND WATER TEMP,AV:3051063,,,553.0,653.5,541.2,647.8,23.5,11.5,38.4,87.02,,
56,Value Display,NAE171/Field Bus2.BNET-CH3.VSD OUTPUT FREQUENCY,AV:3051114,,,764.0,575.5,744.5,570.0,39.0,11.1,53.06,76.63,,
57,Value Display,NAE171/Programming.Chlr Plant Programming.PCW Data.HRN-AUX-KWpTon,AV:3050633,,,929.0,97.3,907.5,89.1,43.0,16.4,64.51,12.96,,
58,Value Display,NAE171/Field Bus2.FEC-CH2.CH2S-T,AI:3051556,,,867.0,426.5,849.7,418.9,34.6,15.2,60.21,56.79,,
59,Value Display,NAE171/Field Bus2.FEC-LP.BCWR-T,AI:3050484,,,1328.0,423.5,1310.6,414.5,34.8,18.0,92.22,56.39,,
