Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
27,Fan Animation,NAE167/Field Bus1.TRT-CH12.TW2-INHIB-S,BI:3005991,,,614.0,505.0,602.2,495.2,23.7,19.7,39.36,60.12,,
28,Fan Animation,NAE167/Field Bus1.LP12.LP1-S,BI:3005749,,,1160.0,295.0,1142.1,278.1,35.9,33.8,74.36,35.12,,
29,Fan Animation,NAE167/Field Bus1.CH2.CH2-TP2-S,BI:3005835,,,255.0,688.0,239.8,668.8,30.5,38.5,16.35,81.9,,
30,Fan Animation,NAE167/Field Bus1.CH1.CH1-TP1-S,BI:3005867,,,315.0,349.0,299.4,333.7,31.1,30.7,20.19,41.55,,
31,Fan Animation,NAE167/Field Bus1.TRT-CH12.TW1-NONOX-S,BI:3005988,,,277.2,312.0,265.4,302.2,23.7,19.7,17.77,37.14,,
32,Fan Animation,NAE72/N2 Trunk 1.DX-BCWS.BP2-S,BI:3008941,,,1309.0,620.0,1296.0,606.0,26.0,28.0,83.91,73.81,,Point on NAE72 (outside the five controllers)
33,Fan Animation,NAE72/N2 Trunk 1.UNT-GC.GCP-S,BI:3008959,,,1518.0,790.0,1507.2,780.8,21.7,18.3,97.31,94.05,,Point on NAE72 (outside the five controllers)
34,Fan Animation,NAE167/Field Bus1.TRT-CH12.TW1-ACID-S,BI:3006000,,,277.2,224.0,265.4,214.2,23.7,19.7,17.77,26.67,,
35,Fan Animation,NAE167/Field Bus1.CH1.Parameters.CMP2-S,MV:3024910,,,720.0,307.0,705.4,293.0,29.2,27.9,46.15,36.55,,
36,Fan Animation,NAE167/Field Bus1.CH2.CH2-S,BI:3005834,,,679.0,631.0,655.0,607.0,48.0,48.0,43.53,75.12,,
37,Fan Animation,NAE167/Field Bus1.CH2.CH2-TF1-S,BI:3005814,,,152.8,463.5,134.0,450.0,37.5,27.0,9.79,55.18,,
38,Fan Animation,NAE167/Field Bus1.TRT-CH12.TW2-NONOX-S,BI:3005993,,,614.0,553.0,602.2,543.2,23.7,19.7,39.36,65.83,,
39,Fan Animation,NAE167/Field Bus1.CH1.CH1-TF2-S,BI:3005863,,,227.0,95.0,214.3,82.5,25.4,25.1,14.55,11.31,,
40,Fan Animation,NAE167/Field Bus1.CH2.CH2-CP2-S,BI:3005836,,,910.0,715.0,893.8,697.5,32.5,35.0,58.33,85.12,,
41,Fan Animation,NAE167/Field Bus1.TRT-CH12.TW2-ACID-S,BI:3005990,,,614.0,465.0,602.2,455.2,23.7,19.7,39.36,55.36,,
