Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
391,Value Display,NAE6/Field Bus1.FEC-AH1.CWMU2-F,AI:3052833,,,601.8,51.5,581.5,44.1,40.5,14.8,34.7,6.46,,
392,Value Display,NAE6/Field Bus1.FEC-TP.TP4-SS,BO:3052899,,,811.0,583.5,796.2,577.2,29.6,12.5,46.77,73.21,,
393,Value Display,NAE6/Field Bus2.FEC-CH5.Parameters.Alarm Reset,MV:3027059,,,1147.0,334.5,1133.8,329.0,26.5,11.0,66.15,41.97,,
394,Value Display,NAE6/Field Bus2.FEC-TRT2.TWBP2-SC,AO:3029204,,,1547.0,756.5,1532.2,750.2,29.6,12.5,89.22,94.92,,
395,Value Display,NAE6/Field Bus1.FEC-TF.TWOA-RH2,AI:3054436,,,1439.0,60.5,1421.2,51.4,35.7,18.1,82.99,7.59,,
396,Value Display,NAE6/Field Bus1.FEC-TP.Parameters.TW1-Evaporation,AV:3091486,,,726.0,644.5,692.4,637.6,67.2,13.9,41.87,80.87,,
397,Value Display,NAE6/Field Bus1.FEC-TP.Parameters.TW2 MU-USER-ENB,MV:3091672,,,992.0,735.5,971.3,729.3,41.5,12.5,57.21,92.29,,
398,Value Display,NAE6/Field Bus2.FEC-CH5.CP5-SS,BO:3026947,,,1093.0,204.5,1079.6,199.4,26.8,10.2,63.03,25.66,,
399,Value Display,NAE6/Field Bus1.CH2-BACnet.AV-12,AV:3054034,,,161.0,307.5,141.8,301.4,38.3,12.2,9.28,38.58,,
400,Value Display,NAE6/Field Bus1.FEC-TF.TW2R-T,AI:3054358,,,354.0,688.5,341.1,681.2,25.8,14.5,20.42,86.39,,
401,Text Label,,,Drain,,1193.2,728.5,1180.2,721.5,26.0,14.0,68.81,91.41,,
402,Value Display,NAE6/Field Bus2.FEC-CH6.CH6TWR-T,AI:3026954,,,1239.0,447.5,1223.8,440.2,30.4,14.5,71.45,56.15,,
403,Value Display,NAE6/Programming.Data Points.CP-KWpTon,AV:3018940,,,716.0,357.5,699.6,350.0,32.7,15.1,41.29,44.86,,
404,Value Display,NAE6/Field Bus1.FEC-CH3.CH3S-T,AI:3052944,,,387.0,247.5,371.8,240.2,30.4,14.5,22.32,31.05,,
405,Text Label,,,Drain,,266.5,728.5,253.5,721.5,26.0,14.0,15.37,91.41,,
406,Text Label,,,TW2MU SP,,932.0,721.5,901.0,713.5,62.0,16.0,53.75,90.53,,
407,Text Label,,,CELL 5 NDX,,1560.2,547.9,1529.7,540.4,61.0,15.0,89.98,68.74,,
408,Value Display,NAE6/Field Bus1.FEC-TRT.TW-ORP,AI:3053006,,,55.0,773.5,34.1,766.2,41.8,14.5,3.17,97.05,,
409,Value Display,NAE6/Field Bus2.FEC-CH5.CH5-F,AI:3026936,,,1167.0,210.5,1147.5,203.0,39.0,15.0,67.3,26.41,,
