Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
292,Value Display,NAE189/Field Bus1.GTP-CH1.CH1-CHW-F,AI:3002730,,,168.5,582.0,144.8,575.5,47.5,13.0,11.21,75.78,,
293,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-ENABLE,BO:3002758,,,316.0,531.6,298.8,526.2,34.5,10.8,21.02,69.22,,
294,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW2F2-SC,AO:3002560,,,351.5,44.0,333.5,37.4,36.1,13.2,23.39,5.73,,
295,Value Display,NAE189/Field Bus2.BNET-CH5.TURBINE INLET STEAM PRES,AV:3008235,,,1108.5,428.0,1089.8,421.5,37.5,13.0,73.75,55.73,,
296,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW3F1-SS,BO:3002556,,,76.5,30.0,58.5,23.4,36.1,13.2,5.09,3.91,,
297,Value Display,NAE189/Field Bus1.GTP-LP.CWMU-V1,AO:3002636,,,1140.5,679.0,1113.3,672.6,54.5,12.8,75.88,88.41,,
298,Value Display,NAE189/Field Bus1.GTP-TRT23.TW23-INHIB,AI:3002516,,,438.5,195.0,416.6,188.7,43.8,12.6,29.17,25.39,,
299,Value Display,NAE189/Field Bus1.GTP-CH4.CH4-TW-F,AI:3002877,,,498.5,332.0,474.8,325.5,47.5,13.0,33.17,43.23,,
300,Value Display,NAE189/Field Bus1.GTP-LP.LP1-SC,AO:3002641,,,301.5,691.0,283.5,684.4,36.1,13.2,20.06,89.97,,
301,Value Display,NAE189/Field Bus1.GTP-AH2.CLG-O,AO:3002391,,,1398.5,507.0,1380.5,500.4,36.1,13.2,93.05,66.02,,
302,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-AUTO,BI:3002913,,,950.5,520.9,933.8,515.5,33.4,10.8,63.24,67.83,,
303,Value Display,NAE189/Field Bus1.GTP-BP.BCWS-T,AI:3002499,,,1235.5,584.0,1221.6,577.9,27.8,12.3,82.2,76.04,,
304,Value Display,NAE189/Programming.PCW Data.GTP-CP-KWpTon,AV:3002839,,,1450.5,243.0,1431.0,235.7,39.0,14.6,96.51,31.64,,
305,Value Display,NAE189/Field Bus1.GTP-AH2.ZN-T,AI:3002398,,,1468.5,507.0,1453.0,501.7,31.0,10.6,97.7,66.02,,
306,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-TWR-T1,AI:3002754,,,311.5,374.6,294.7,367.3,33.6,14.5,20.73,48.78,,
307,Value Display,NAE189/Field Bus1.GTP-CH3.Parameters.CH3-%LOAD,AV:3002803,,,318.5,432.0,293.5,425.4,50.0,13.2,21.19,56.25,,
308,Value Display,NAE189/Field Bus1.GTP-BP.INCWR-T,AI:3002496,,,1369.5,376.0,1355.6,369.9,27.8,12.3,91.12,48.96,,
309,Value Display,NAE189/Field Bus1.GTP-TOWER48.Parameters.TWFlow-WSP,AV:3004342,,,820.5,277.0,793.2,269.5,54.5,15.0,54.59,36.07,,
310,Value Display,NAE189/Field Bus1.GTP-TRT48.TW48-BLWDWN,BO:3002982,,,580.0,243.0,563.0,236.7,34.0,12.6,38.59,31.64,,
311,Value Display,NAE189/Field Bus2.BNET-CH3.ENTERING CHW TEMP,AV:3007337,,,322.5,559.0,312.4,553.0,20.2,12.0,21.46,72.79,,
312,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-TWR-T2,AI:3002925,,,932.7,352.0,915.9,344.7,33.6,14.5,62.06,45.83,,
313,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-CHWR-T,AI:3002931,,,987.4,576.0,970.6,568.7,33.6,14.5,65.69,75.0,,
314,Value Display,NAE189/Field Bus1.GTP-TRT48.TW48-ORP,AI:3002980,,,1271.5,237.0,1249.6,230.7,43.8,12.6,84.6,30.86,,
315,Value Display,NAE189/Field Bus1.GTP-LP.Parameters.LPSC-HIL,AV:3002703,,,598.5,710.0,576.6,704.1,43.8,11.8,39.82,92.45,,
316,Value Display,NAE189/Field Bus1.GTP-CH5.CH5-CHW-F,AI:3002919,,,1086.5,602.0,1061.6,595.5,49.8,13.0,72.29,78.39,,
317,Value Display,NAE189/Field Bus1.GTP-TRT48.TW48-PH,AI:3002978,,,1271.5,160.0,1249.6,153.7,43.8,12.6,84.6,20.83,,
318,Value Display,NAE45/Field Bus1.AH-2.Parameters.CW-LOAD,AV:3219447,,,1435.5,355.0,1404.9,347.9,61.2,14.2,95.51,46.22,,Point on NAE45 (outside the five controllers)
319,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-TWR-T2,AI:3002757,,,305.5,352.6,288.7,345.3,33.6,14.5,20.33,45.91,,
320,Value Display,NAE189/Field Bus1.GTP-TRT48.CW-PH,AI:3004335,,,1363.5,641.0,1346.0,635.3,34.9,11.3,90.72,83.46,,
321,Value Display,NAE189/Field Bus1.GTP-LP.PCW-F,AI:3002715,,,700.5,716.0,668.6,706.2,63.8,19.7,46.61,93.23,,
322,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW7R-T,AI:3003158,,,949.5,165.0,932.7,157.7,33.6,14.5,63.17,21.48,,
323,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW3F1-SC,AO:3002563,,,76.5,44.0,58.5,37.4,36.1,13.2,5.09,5.73,,
324,Value Display,NAE189/Field Bus1.GTP-AH5.Parameters.GTP AH5 OAWB-T,AV:3003320,,,1326.5,128.0,1310.5,120.9,32.1,14.2,88.26,16.67,,
325,Value Display,NAE189/Programming.PCW Data.GTP-LP-KWpTon,AV:3002840,,,1450.5,260.0,1431.0,252.7,39.0,14.6,96.51,33.85,,
326,Value Display,NAE45/Field Bus1.AH-2.BCW-F,AI:3219182,,,1284.5,320.0,1267.1,313.5,34.8,13.0,85.46,41.67,,Point on NAE45 (outside the five controllers)
327,Value Display,NAE189/Field Bus2.BNET-CH3.GOVERNOR VLV POS,AV:3007400,,,448.5,401.0,419.6,393.6,57.9,14.8,29.84,52.21,,
328,Value Display,NAE189/Field Bus1.GTP-LP.LP3-VLV,BO:3002716,,,129.5,714.5,112.5,708.2,34.0,12.6,8.62,93.03,,
329,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-TW-F,AI:3002763,,,214.5,352.0,191.1,345.5,46.8,13.0,14.27,45.83,,
330,Value Display,NAE189/Field Bus1.GTP-AH5.AH5 SA-T,AI:3002998,,,1466.5,468.0,1451.0,461.4,31.0,13.2,97.57,60.94,,
331,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW6-LVL,AI:3003154,,,910.5,103.0,891.4,96.1,38.2,13.7,60.58,13.41,,
332,Value Display,NAE189/Field Bus1.GTP-TRT23.TW23-CHMP-F,AI:3004343,,,340.4,254.0,323.2,249.0,34.2,10.0,22.65,33.07,,
333,Value Display,NAE189/Field Bus1.GTP-TRT48.CW-CLO2-S,BI:3002971,,,1456.5,665.0,1443.4,659.5,26.3,11.0,96.91,86.59,,
334,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW8-V,BO:3003191,,,1084.5,144.0,1067.5,137.7,34.0,12.6,72.16,18.75,,
335,Value Display,NAE189/Field Bus1.GTP-TRT48.CW-COND,AI:3004336,,,1363.5,655.0,1346.0,649.3,34.9,11.3,90.72,85.29,,
336,Value Display,NAE189/Field Bus1.GTP-CH1.Parameters.TWFlow-WSP,AV:3002845,,,144.5,329.0,120.9,322.8,47.2,12.5,9.61,42.84,,
337,Value Display,NAE189/Field Bus1.GTP-TRT48.CW-CHMP-SS,BO:3004339,,,1349.5,623.0,1337.3,618.4,24.4,9.2,89.79,81.12,,
338,Value Display,NAE189/Field Bus1.GTP-CH4.Parameters.CH4-sRATE,AV:3002884,,,612.3,445.0,598.5,437.9,27.5,14.2,40.74,57.95,,
339,Value Display,NAE189/Field Bus1.GTP-LP.LP2-VLV,BO:3002713,,,205.5,714.5,188.5,708.2,34.0,12.6,13.67,93.03,,
340,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW8-LVL,AI:3003164,,,1194.0,111.0,1174.9,104.1,38.2,13.7,79.44,14.45,,
341,Value Display,NAE189/Field Bus1.GTP-TOWER23.TW2S-T,AI:3002568,,,306.5,126.0,289.7,118.7,33.6,14.5,20.39,16.41,,
342,Value Display,NAE189/Field Bus1.GTP-LP.LP4-VLV,BO:3002711,,,52.5,714.5,35.5,708.2,34.0,12.6,3.49,93.03,,
343,Value Display,NAE189/Field Bus1.GTP-CH3.Parameters.Alarm Reset,MV:3002826,,,426.5,377.0,411.7,370.0,29.7,13.9,28.38,49.09,,
344,Value Display,NAE189/Field Bus1.GTP-LP.LCWS-P,AI:3002646,,,811.1,717.6,787.7,711.0,46.8,13.1,53.97,93.43,,
345,Value Display,NAE189/Field Bus1.GTP-CH1.Parameters.CH1-%LOAD,AV:3002786,,,98.5,512.0,70.5,505.4,56.0,13.2,6.55,66.67,,
346,Value Display,NAE189/Field Bus1.GTP-CH3.Parameters.TWFlow-WSP,AV:3004341,,,216.5,329.0,192.9,322.8,47.2,12.5,14.4,42.84,,
347,Value Display,NAE189/Field Bus1.GTP-TRT48.CW-FCL,,,,1363.5,669.0,1346.0,663.3,34.9,11.3,90.72,87.11,,Bound object not found in Metasys (broken binding)
348,Value Display,NAE189/Field Bus1.GTP-TOWER48.TP5-SC,AO:3003204,,,1118.5,261.0,1100.5,254.4,36.1,13.2,74.42,33.98,,
349,Value Display,NAE189/Field Bus1.GTP-AH5.AH5 CLG-VLV,AO:3003004,,,1431.5,468.0,1413.5,461.4,36.1,13.2,95.24,60.94,,
350,Value Display,NAE189/Field Bus1.GTP-TOWER48.TW7S-T,AI:3003208,,,1021.5,165.0,1004.7,157.7,33.6,14.5,67.96,21.48,,
351,Value Display,NAE189/Field Bus1.GTP-TOWER48.TF6-SC,AO:3003201,,,853.5,45.0,835.5,38.4,36.1,13.2,56.79,5.86,,
352,Value Display,NAE189/Field Bus1.GTP-CH3.CH3-STMBLW-V,BO:3004334,,,470.5,450.0,454.5,444.8,32.0,10.3,31.3,58.59,,
353,Value Display,NAE189/Field Bus2.BNET-CH1.AV-5,AV:3006794,,,185.5,558.0,175.4,552.0,20.2,12.0,12.34,72.66,,
354,Value Display,NAE189/Field Bus1.GTP-BP.BP1-SC,AO:3002500,,,1275.5,525.0,1261.1,520.4,28.8,9.2,84.86,68.36,,
355,Button (Link),,,Twr Trt,umc-em-adx/Graphics.Chilled Water.Chillers.Twr Trt GT CH1,495.5,125.0,467.6,115.4,55.8,19.1,32.97,16.28,,
356,Button (Link),,,CH4,NAE189/Field Bus1.GTP-CH4,676.5,544.0,657.2,535.0,38.5,18.0,45.01,70.83,Yes,
357,Button (Link),,,BNET-CH4,NAE189/Field Bus2.BNET-CH4,596.5,596.0,556.9,587.0,79.2,18.0,39.69,77.6,,
358,Button (Link),,,Twr Trt GT CH1,umc-em-adx/Graphics.Chilled Water.Chillers.Twr Trt GT CH1,1232.5,203.0,1219.0,157.8,27.0,90.5,82.0,26.43,Yes,
359,Button (Link),,,BP,NAE189/Field Bus1.GTP-BP,1236.5,517.0,1214.9,508.0,43.1,18.0,82.27,67.32,,
360,Button (Link),,,BNET-CH1,NAE189/Field Bus2.BNET-CH1,188.5,477.0,148.8,468.0,79.5,18.0,12.54,62.11,,
361,Button (Link),,,BNET-CH5,NAE189/Field Bus2.BNET-CH5,921.5,596.0,880.5,587.0,82.0,18.0,61.31,77.6,,
362,Button (Link),,,GTP-LP,NAE189/Field Bus1.GTP-LP,908.5,715.0,873.5,706.0,70.0,18.0,60.45,93.1,,
363,Button (Link),,,CH5,NAE189/Field Bus1.GTP-CH5,1001.5,543.0,983.8,534.0,35.4,18.0,66.63,70.7,Yes,
364,Button (Link),,,CH1,NAE189/Field Bus1.GTP-CH1,116.5,424.0,102.0,415.0,29.0,18.0,7.75,55.21,Yes,
365,Button (Link),,,CH3,NAE189/Field Bus1.GTP-CH3,350.5,528.0,333.5,519.0,34.0,18.0,23.32,68.75,Yes,
366,Button (Link),,,TOWER48,NAE189/Field Bus1.GTP-TOWER48,850.5,245.0,804.7,236.0,91.7,17.9,56.59,31.9,,
367,Button (Link),,,AH5,NAE189/Field Bus1.GTP-AH5,1400.2,462.0,1387.5,453.0,25.3,18.0,93.16,60.16,Yes,
368,Button (Link),,,BNET-CH3,NAE189/Field Bus2.BNET-CH3,508.5,564.0,468.4,555.0,80.1,18.0,33.83,73.44,,
369,Button (Link),,,GTP-AH3,NAE189/Field Bus1.GTP-AH3,1364.5,533.0,1349.4,521.0,30.2,24.0,90.79,69.4,Yes,
370,Button (Link),,,TOWER23,NAE189/Field Bus1.GTP-TOWER23,212.0,291.0,170.5,282.0,83.1,18.0,14.11,37.89,,
371,Value Display,NAE189/Field Bus2.BNET-CH1.AV-7,AV:3006796,,,45.0,493.0,26.5,486.7,37.0,12.6,2.99,64.19,,
372,Value Display,NAE189/Field Bus2.BNET-CH1.AV-21,AV:3006803,,,45.5,509.0,27.0,502.7,37.0,12.6,3.03,66.28,,
