Controller,Object Name,Object Identifier,Display Name,Description
ECCP-NAE6,NAE6/Field Bus1.CH2-BACnet.CH2 CONTROL SOURCE,AV:3054344,CH2 CONTROL SOURCE,
ECCP-NAE6,NAE6/Field Bus1.CH2-BACnet.CH2 CYCLE CODE,AV:3054342,CH2 CYCLE CODE,
ECCP-NAE6,NAE6/Field Bus1.CH2-BACnet.CH2 OP CODE,AV:3054340,CH2 OP CODE,
ECCP-NAE6,NAE6/Field Bus1.CH2-BACnet.CH2 SAFETY CODE,AV:3054341,CH2 SAFETY CODE,
ECCP-NAE6,NAE6/Field Bus1.CH2-BACnet.CH2 WARNING CODE,AV:3054343,CH2 WARNING CODE,
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-1,AI:3053134,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-2,AI:3053133,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-3,AI:3053132,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-4,AI:3053131,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-5,AI:3053130,CH2 Real power,Real power
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-6,AI:3053129,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-7,AI:3053128,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-8,AI:3053127,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-9,AI:3053126,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-10,AI:3053125,Current average,Current average
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-11,AI:3053124,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-12,AI:3053123,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-13,AI:3053122,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-14,AI:3053121,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-15,AI:3053120,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-16,AI:3053150,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-17,AI:3053149,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-18,AI:3053148,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-19,AI:3053147,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-20,AI:3053146,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-21,AI:3053145,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-22,AI:3053144,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-23,AI:3053143,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-24,AI:3053142,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-25,AI:3053141,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-26,AI:3053140,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-27,AI:3053139,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-28,AI:3053138,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-29,AI:3053137,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-30,AI:3053136,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-31,AI:3053135,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-32,AI:3053162,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-33,AI:3053161,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-34,AI:3053160,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-35,AI:3053159,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-36,AI:3053158,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-37,AI:3053157,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-38,AI:3053156,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-39,AI:3053155,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-40,AI:3053154,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-41,AI:3053153,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-42,AI:3053152,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus1.CH2-KW.AI-43,AI:3053151,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-1,AV:3054107,CH3 REM LEAVING CHW TEMP SP,Remote leaving CHST setpoint
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-2,AV:3054106,CH3 MOTOR CURRENT REMOTE SP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-3,AV:3054105,CH3 HOT WATER REMOTE SP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-5,AV:3054104,CH3 LEAVING CHW TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-6,AV:3054103,CH3 ENTERING CHW TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-7,AV:3054102,CH3 EVAPORATOR PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-8,AV:3054101,CH3 CONDENSER PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-9,AV:3054100,CH3 OIL DIFERENTIAL PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-10,AV:3054099,CH3 ENTERING COND WATER TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-11,AV:3054098,CH3 LEAVING COND WATER TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-12,AV:3054097,CH3 MOTOR CURRENT PCT FLA,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-13,AV:3054096,CH3 PHASE A MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-14,AV:3054095,CH3 PHASE B MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-15,AV:3054094,CH3 PHASE C MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-19,AV:3054118,CH3 LEAVING CHW TEMP ACT SP,Actual leaving CHST setpoint
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-20,AV:3054117,CH3 MOTOR CURRENT ACTUAL SP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-21,AV:3054093,CH3 EVAP SATURATION TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-22,AV:3054092,CH3 COND SATURATION TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-23,AV:3054116,CH3 DISCHARGE TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-24,AV:3054115,CH3 OIL SUMP TEMPERATURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-25,AV:3054114,CH3 REFRIGERANT LEVEL POS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-26,AV:3054113,CH3 ACCUM OPERATING HOURS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-27,AV:3054112,CH3 ACCUM SYSTEM STARTS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-28,AV:3054111,CH3 OIL SUMP PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-29,AV:3054110,CH3 OIL PUMP PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-30,AV:3054109,CH3 PROX SENSOR ACT POS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-31,AV:3054108,CH3 PROX SENSOR REF POS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-32,AV:3054130,CH3 ANTI RECYCLE TIME REMAIN,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-33,AV:3054129,CH3 ACC MAP PRV POS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-34,AV:3054128,CH3 VSD OUTPUT VOLTAGE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-35,AV:3054127,CH3 VSD INPUT KW,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-36,AV:3054126,CH3 VSD INPUT KWH,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-37,AV:3054125,CH3 VSD DC LINK VOLTAGE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-38,AV:3054124,CH3 VSD DC LINK CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-39,AV:3054123,ECCP.CH3 VSD SURGE COUNT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-40,AV:3054122,CH3 VSD OUTPUT FREQUENCY,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-41,AV:3054121,CH3 VSD MAX VOLTAGE THD,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-42,AV:3054120,CH3 VSD MAX CURRENT TDD,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-43,AV:3054119,CH3 VSD HFILTER SUPPLY KVA,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-105,AV:3054137,CH3 MTR SHAFT END VIBR,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-106,AV:3054136,CH3 MTR OP SHAFT END VIBR,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-107,AV:3054135,CH3 MTR SHAFT END TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-108,AV:3054134,CH3 MTR OP SHAFT END TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-109,AV:3054133,CH3 MTR WINDING AVG TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-110,AV:3054132,CH3 VSD INTERNAL AMBIEN TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-111,AV:3054131,CH3 VSD CONVERTER HSINK TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-112,AV:3054141,CH3 PRE ROTATIONAL VANE POS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-113,AV:3054140,CH3 ACC MAP OUTPUT FREQ,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-114,AV:3054139,CH3 REFRIGERANT LEVEL SP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.AV-115,AV:3054138,CH3 DROP LEG REFRIG TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BO-1,BO:3054142,CH3 YT COMS FAIL,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-1,BV:3054149,CH3 REM START STOP CMD,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-3,BV:3054148,CH3 VSD FIXED SPEED SELECT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-5,BV:3054147,CH3 COMPR MOTOR STATUS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-6,BV:3054146,CH3 LIQUID LINE SOLENOID,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-7,BV:3054145,CH3 CHW PUMP STAT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-8,BV:3054144,CH3 STOP SWITCH STATUS,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-9,BV:3054143,CH3 CHW FLOW SWITCH STAT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-17,BV:3054154,CH3 ACC VALVE SURGE MAP,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-18,BV:3054153,CH3 ACC NEW SURGE POINT,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-19,BV:3054152,CH3 VSD COOL PUMP RUN RELAY,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-20,BV:3054151,CH3 VSD HARMONIC FILTER INST,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.BV-21,BV:3054150,CH3 ACC SURGE DETECTION TYPE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.CH3 CYCLE CODE,AV:3054347,CH3 CYCLE CODE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.CH3 OP CODE,AV:3054345,CH3 OP CODE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.CH3 SAFETY CODE,AV:3054346,CH3 SAFETY CODE,
ECCP-NAE6,NAE6/Field Bus1.CH3-BACnet.CH3 WARNING CODE,AV:3054348,CH3 WARNING CODE,
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-1,AI:3053177,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-2,AI:3053176,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-3,AI:3053175,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-4,AI:3053174,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-5,AI:3053173,CH3 Real power,Real power
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-6,AI:3053172,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-7,AI:3053171,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-8,AI:3053170,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-9,AI:3053169,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-10,AI:3053168,Current average,Current average
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-11,AI:3053167,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-12,AI:3053166,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-13,AI:3053165,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-14,AI:3053164,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-15,AI:3053163,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-16,AI:3053193,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-17,AI:3053192,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-18,AI:3053191,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-19,AI:3053190,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-20,AI:3053189,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-21,AI:3053188,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-22,AI:3053187,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-23,AI:3053186,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-24,AI:3053185,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-25,AI:3053184,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-26,AI:3053183,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-27,AI:3053182,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-28,AI:3053181,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-29,AI:3053180,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-30,AI:3053179,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-31,AI:3053178,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-32,AI:3053205,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-33,AI:3053204,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-34,AI:3053203,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-35,AI:3053202,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-36,AI:3053201,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-37,AI:3053200,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-38,AI:3053199,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-39,AI:3053198,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-40,AI:3053197,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-41,AI:3053196,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-42,AI:3053195,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus1.CH3-KW.AI-43,AI:3053194,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-1,AV:3054157,CH4 REM LEAVING CHW TEMP SP,Remote leaving CHST setpoint
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-2,AV:3054158,CH4 MOTOR CURRENT REMOTE SP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-3,AV:3054159,CH4 HOT WATER REMOTE SP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-5,AV:3054160,CH4 LEAVING CHW TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-6,AV:3054161,CH4 ENTERING CHW TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-7,AV:3054162,CH4 EVAPORATOR PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-8,AV:3054163,CH4 CONDENSER PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-9,AV:3054164,CH4 OIL DIFERENTIAL PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-10,AV:3054165,CH4 ENTERING COND WATER TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-11,AV:3054166,CH4 LEAVING COND WATER TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-12,AV:3054167,CH4 MOTOR CURRENT PCT FLA,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-13,AV:3054168,CH4 PHASE A MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-14,AV:3054169,CH4 PHASE B MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-15,AV:3054170,CH4 PHASE C MOTOR CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-19,AV:3054171,CH4 LEAVING CHW TEMP ACT SP,Actual leaving CHST setpoint
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-20,AV:3054172,CH4 MOTOR CURRENT ACTUAL SP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-21,AV:3054155,CH4 EVAP SATURATION TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-22,AV:3054156,CH4 COND SATURATION TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-23,AV:3054173,CH4 DISCHARGE TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-24,AV:3054174,CH4 OIL SUMP TEMPERATURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-25,AV:3054175,CH4 REFRIGERANT LEVEL POS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-26,AV:3054176,CH4 ACCUM OPERATING HOURS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-27,AV:3054177,CH4 ACCUM SYSTEM STARTS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-28,AV:3054178,CH4 OIL SUMP PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-29,AV:3054179,CH4 OIL PUMP PRESSURE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-30,AV:3054180,CH4 PROX SENSOR ACT POS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-31,AV:3054181,CH4 PROX SENSOR REF POS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-32,AV:3054182,CH4 ANTI RECYCLE TIME REMAIN,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-33,AV:3054183,CH4 ACC MAP PRV POS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-34,AV:3054184,CH4 VSD OUTPUT VOLTAGE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-35,AV:3054185,CH4 VSD INPUT KW,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-36,AV:3054186,CH4 VSD INPUT KWH,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-37,AV:3054187,CH4 VSD DC LINK VOLTAGE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-38,AV:3054188,CH4 VSD DC LINK CURRENT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-39,AV:3054189,CH4 VSD SURGE COUNT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-40,AV:3054190,CH4 VSD OUTPUT FREQUENCY,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-41,AV:3054191,CH4 VSD MAX VOLTAGE THD,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-42,AV:3054192,CH4 VSD MAX CURRENT TDD,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-43,AV:3054193,CH4 VSD HFILTER SUPPLY KVA,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-105,AV:3054194,CH4 MTR SHAFT END VIBR,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-106,AV:3054195,CH4 MTR OP SHAFT END VIBR,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-107,AV:3054196,CH4 MTR SHAFT END TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-108,AV:3054197,CH4 MTR OP SHAFT END TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-109,AV:3054198,CH4 MTR WINDING AVG TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-110,AV:3054199,CH4 VSD INTERNAL AMBIEN TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-111,AV:3054200,CH4 VSD CONVERTER HSINK TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-112,AV:3054201,CH4 PRE ROTATIONAL VANE POS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-113,AV:3054202,CH4 ACC MAP OUTPUT FREQ,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-114,AV:3054203,CH4 REFRIGERANT LEVEL SP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.AV-115,AV:3054204,CH4 DROP LEG REFRIG TEMP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BO-1,BO:3054205,CH4 YT COMS FAIL,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-1,BV:3054206,CH4 REM START STOP CMD,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-3,BV:3054207,CH4 VSD FIXED SPEED SELECT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-5,BV:3054208,CH4 COMPR MOTOR STATUS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-6,BV:3054209,CH4 LIQUID LINE SOLENOID,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-7,BV:3054210,CH4 CHW PUMP STAT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-8,BV:3054211,CH4 STOP SWITCH STATUS,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-9,BV:3054212,CH4 CHW FLOW SWITCH STAT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-17,BV:3054213,CH4 ACC VALVE SURGE MAP,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-18,BV:3054214,CH4 ACC NEW SURGE POINT,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-19,BV:3054215,CH4 VSD COOL PUMP RUN RELAY,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-20,BV:3054216,CH4 VSD HARMONIC FILTER INST,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.BV-21,BV:3054217,CH4 ACC SURGE DETECTION TYPE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.CH4 CONTROL SOURCE CODE,AV:3054353,CH4 CONTROL SOURCE CODE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.CH4 CYCLE CODE,AV:3054351,CH4 CYCLE CODE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.CH4 OP CODE,AV:3054349,CH4 OP CODE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.CH4 SAFETY CODE,AV:3054350,CH4 SAFETY CODE,
ECCP-NAE6,NAE6/Field Bus1.CH4-BACnet.CH4 WARNING CODE,AV:3054352,CH4 WARNING CODE,
ECCP-NAE6,NAE6/Field Bus1.CH4-KW.AI-1,AI:3053220,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus1.CH4-KW.AI-2,AI:3053219,Energy Received,Energy Received
